shuffled_lender_id,treatment_id,join,join_rec,opened,amt_diff_1d,amt_diff_7d,amt_diff_30d
120,3,0,0,0,0.0,0.0,-50.0
121,8,0,0,0,0.0,0.0,0.0
122,3,0,0,1,0.0,0.0,0.0
123,4,0,0,0,0.0,0.0,0.0
124,3,0,0,0,0.0,0.0,0.0
125,5,0,0,0,0.0,0.0,0.0
126,7,0,0,0,0.0,0.0,-75.0
127,3,0,0,0,0.0,0.0,0.0
128,3,0,0,0,0.0,0.0,0.0
129,6,0,0,1,0.0,0.0,0.0
130,2,0,0,1,25.0,25.0,25.0
131,2,0,0,0,0.0,0.0,0.0
132,5,0,0,0,0.0,0.0,0.0
133,4,0,0,0,0.0,0.0,0.0
134,6,0,0,0,0.0,0.0,0.0
135,2,0,0,0,0.0,0.0,25.0
136,1,0,0,0,-25.0,-25.0,-25.0
137,5,0,0,0,0.0,0.0,-75.0
138,6,0,0,1,0.0,0.0,0.0
139,8,0,0,0,0.0,0.0,0.0
140,3,0,0,0,0.0,0.0,0.0
141,7,0,0,0,0.0,0.0,0.0
142,8,0,0,0,0.0,0.0,0.0
143,5,0,0,0,0.0,0.0,0.0
144,8,0,0,1,0.0,0.0,-25.0
145,7,0,0,0,0.0,0.0,-50.0
146,2,0,0,0,0.0,0.0,0.0
147,6,0,0,0,0.0,0.0,0.0
148,2,0,0,0,0.0,0.0,0.0
149,4,0,0,0,0.0,0.0,0.0
150,8,0,0,0,0.0,0.0,0.0
151,5,0,0,1,0.0,25.0,0.0
152,7,0,0,1,0.0,0.0,0.0
153,2,0,0,1,0.0,0.0,0.0
154,8,0,0,0,0.0,0.0,0.0
155,5,0,0,0,0.0,0.0,0.0
156,5,0,0,0,0.0,0.0,-25.0
157,4,0,0,0,0.0,0.0,-50.0
158,8,0,0,0,0.0,0.0,0.0
159,7,0,0,0,0.0,0.0,-75.0
160,1,0,0,0,0.0,0.0,0.0
161,8,0,0,0,0.0,0.0,0.0
162,7,0,0,1,0.0,0.0,0.0
163,6,0,0,1,0.0,0.0,0.0
164,3,0,0,0,0.0,0.0,0.0
165,4,0,0,1,0.0,0.0,0.0
166,6,0,0,0,0.0,0.0,0.0
167,7,0,0,0,0.0,0.0,-25.0
168,3,0,0,1,0.0,-50.0,-50.0
169,2,0,0,0,0.0,0.0,0.0
170,4,0,0,0,0.0,0.0,0.0
171,1,0,0,0,0.0,75.0,75.0
172,6,0,0,0,0.0,0.0,-50.0
173,1,0,0,0,0.0,0.0,0.0
174,5,0,0,1,0.0,0.0,0.0
175,3,0,0,0,0.0,0.0,0.0
176,6,0,0,1,0.0,0.0,25.0
177,7,0,0,0,0.0,0.0,0.0
178,3,0,0,0,0.0,0.0,0.0
179,2,0,0,0,0.0,0.0,0.0
180,5,0,0,1,0.0,0.0,25.0
181,8,0,0,0,0.0,0.0,0.0
182,4,0,0,0,0.0,0.0,0.0
183,8,0,0,0,0.0,0.0,0.0
184,5,0,0,1,0.0,75.0,100.0
185,8,0,0,1,0.0,0.0,-50.0
186,3,0,0,0,0.0,0.0,0.0
187,5,0,0,1,-75.0,-75.0,-75.0
188,1,0,0,0,0.0,0.0,-75.0
189,2,0,0,0,0.0,0.0,-75.0
190,6,0,0,0,0.0,-25.0,0.0
191,3,0,0,0,0.0,0.0,0.0
192,4,0,0,0,0.0,0.0,-75.0
193,8,0,0,0,0.0,0.0,25.0
194,7,0,0,0,0.0,0.0,0.0
195,1,0,0,0,0.0,0.0,-50.0
196,4,0,0,0,0.0,-25.0,-25.0
197,8,0,0,0,0.0,25.0,50.0
198,5,0,0,1,0.0,0.0,0.0
199,6,0,0,0,0.0,0.0,25.0
200,1,0,0,0,0.0,0.0,0.0
201,1,0,0,0,0.0,0.0,0.0
202,8,0,0,1,0.0,0.0,0.0
203,6,0,0,0,0.0,0.0,25.0
204,8,0,0,1,0.0,0.0,25.0
205,5,1,0,0,0.0,0.0,50.0
206,4,0,0,1,0.0,0.0,25.0
207,5,0,0,0,0.0,0.0,-50.0
208,6,0,0,0,0.0,0.0,0.0
209,8,0,0,1,0.0,0.0,0.0
210,1,0,0,0,0.0,0.0,0.0
211,4,0,0,0,0.0,0.0,0.0
212,8,0,0,0,0.0,0.0,-225.0
213,4,0,0,1,0.0,0.0,0.0
214,8,0,0,1,0.0,0.0,0.0
215,4,0,0,1,0.0,-25.0,25.0
216,2,0,0,0,0.0,0.0,-100.0
217,5,0,0,1,0.0,0.0,0.0
218,7,0,0,0,0.0,0.0,0.0
219,3,0,0,0,0.0,75.0,75.0
220,8,0,0,0,0.0,0.0,0.0
221,4,0,0,1,0.0,0.0,0.0
222,5,0,0,0,0.0,0.0,0.0
223,4,0,0,0,0.0,0.0,50.0
224,3,0,0,0,0.0,-25.0,0.0
225,3,0,0,0,0.0,0.0,0.0
226,4,0,0,1,0.0,0.0,0.0
227,7,0,0,0,0.0,0.0,0.0
228,4,0,0,1,0.0,0.0,0.0
229,3,0,0,0,0.0,0.0,0.0
230,8,0,0,0,0.0,0.0,50.0
231,1,0,0,0,0.0,0.0,-25.0
232,3,0,0,1,0.0,0.0,0.0
233,3,0,0,1,0.0,0.0,25.0
234,4,0,0,1,0.0,0.0,0.0
235,3,0,0,0,0.0,0.0,25.0
236,6,0,0,1,0.0,0.0,0.0
237,6,1,1,1,0.0,0.0,0.0
238,5,0,0,1,0.0,-25.0,-25.0
239,1,0,0,0,0.0,0.0,0.0
240,5,0,0,0,0.0,0.0,0.0
241,3,0,0,1,0.0,25.0,25.0
242,5,0,0,1,0.0,-25.0,-25.0
243,5,0,0,0,0.0,0.0,25.0
244,5,0,0,1,0.0,0.0,0.0
245,8,0,0,0,0.0,0.0,0.0
246,3,0,0,0,0.0,0.0,0.0
247,1,0,0,0,0.0,0.0,0.0
248,5,0,0,0,0.0,-25.0,-25.0
249,4,0,0,0,0.0,0.0,-375.0
250,5,0,0,1,0.0,0.0,-100.0
251,1,0,0,0,0.0,0.0,25.0
252,4,0,0,0,0.0,0.0,0.0
253,3,0,0,0,0.0,0.0,0.0
254,3,0,0,0,0.0,0.0,25.0
255,4,0,0,0,0.0,0.0,0.0
256,7,0,0,0,0.0,0.0,0.0
257,7,0,0,0,0.0,0.0,0.0
258,4,0,0,1,0.0,0.0,0.0
259,5,0,0,0,0.0,0.0,-25.0
260,1,0,0,0,0.0,0.0,0.0
261,7,0,0,0,0.0,0.0,0.0
262,6,0,0,0,0.0,0.0,0.0
263,3,0,0,1,0.0,0.0,0.0
264,8,0,0,0,0.0,-100.0,-50.0
265,1,0,0,0,0.0,0.0,0.0
266,4,0,0,1,0.0,-25.0,-50.0
267,8,0,0,0,0.0,0.0,0.0
268,6,0,0,1,0.0,0.0,0.0
269,5,0,0,1,0.0,0.0,0.0
270,8,0,0,1,0.0,0.0,0.0
271,6,1,0,1,-50.0,-50.0,-25.0
272,4,0,0,0,0.0,0.0,0.0
273,3,0,0,0,0.0,0.0,0.0
274,2,0,0,0,0.0,0.0,0.0
275,5,0,0,0,0.0,0.0,0.0
276,2,0,0,0,0.0,-25.0,-25.0
277,4,0,0,1,0.0,0.0,-100.0
278,1,0,0,0,0.0,225.0,250.0
279,8,0,0,1,0.0,0.0,25.0
280,6,0,0,0,0.0,0.0,0.0
281,1,0,0,0,0.0,0.0,0.0
282,1,0,0,0,0.0,0.0,25.0
283,1,0,0,0,0.0,0.0,0.0
284,1,0,0,0,0.0,0.0,0.0
285,6,0,0,1,0.0,0.0,0.0
286,8,0,0,0,0.0,0.0,0.0
287,3,0,0,1,0.0,0.0,-50.0
288,6,0,0,1,0.0,0.0,0.0
289,7,0,0,1,0.0,0.0,0.0
290,1,0,0,0,0.0,0.0,0.0
291,7,0,0,0,0.0,-25.0,0.0
292,2,0,0,0,0.0,0.0,0.0
293,5,0,0,0,0.0,0.0,0.0
294,3,0,0,0,0.0,-175.0,-50.0
295,1,0,0,0,0.0,0.0,0.0
296,5,0,0,0,0.0,225.0,225.0
297,5,0,0,0,0.0,0.0,0.0
298,2,0,0,1,-25.0,-25.0,-25.0
299,1,0,0,0,0.0,-125.0,-125.0
300,1,0,0,0,0.0,0.0,0.0
301,3,0,0,0,0.0,0.0,0.0
302,5,0,0,0,0.0,0.0,0.0
303,7,0,0,1,0.0,0.0,-100.0
304,4,0,0,1,0.0,0.0,0.0
305,5,0,0,1,0.0,0.0,0.0
306,4,0,0,0,0.0,0.0,0.0
307,4,0,0,0,0.0,0.0,0.0
308,5,0,0,1,0.0,0.0,50.0
309,4,0,0,0,0.0,0.0,0.0
310,6,0,0,1,0.0,0.0,25.0
311,7,0,0,0,0.0,0.0,0.0
312,4,0,0,0,0.0,0.0,0.0
313,5,0,0,0,0.0,-25.0,-25.0
314,1,0,0,0,0.0,0.0,0.0
315,4,0,0,0,0.0,0.0,0.0
316,1,0,0,0,0.0,0.0,0.0
317,3,0,0,1,0.0,0.0,0.0
318,3,0,0,0,0.0,0.0,50.0
319,5,0,0,0,0.0,0.0,25.0
320,5,0,0,0,0.0,0.0,50.0
321,1,0,0,0,0.0,0.0,0.0
322,8,0,0,0,0.0,0.0,0.0
323,4,0,0,0,0.0,-25.0,-25.0
324,8,0,0,1,0.0,75.0,75.0
325,2,0,0,0,0.0,0.0,0.0
326,2,0,0,0,0.0,0.0,0.0
327,7,0,0,0,0.0,0.0,0.0
328,1,0,0,0,0.0,0.0,-75.0
329,2,0,0,1,0.0,0.0,0.0
330,5,0,0,0,0.0,50.0,50.0
331,5,0,0,1,0.0,0.0,0.0
332,6,0,0,0,0.0,0.0,0.0
333,4,0,0,1,0.0,0.0,0.0
334,4,0,0,0,0.0,-25.0,-25.0
335,4,0,0,1,0.0,0.0,-75.0
336,4,0,0,0,0.0,-25.0,25.0
337,3,0,0,0,0.0,-75.0,-25.0
338,4,0,0,1,0.0,-25.0,-25.0
339,6,0,0,1,0.0,0.0,0.0
340,5,0,0,0,0.0,0.0,25.0
341,8,0,0,1,0.0,0.0,0.0
342,4,0,0,1,0.0,0.0,-50.0
343,2,0,0,1,0.0,0.0,0.0
344,3,0,0,0,0.0,-50.0,50.0
345,4,0,0,0,0.0,0.0,0.0
346,6,0,0,1,0.0,0.0,25.0
347,5,0,0,1,0.0,0.0,-25.0
348,8,0,0,0,0.0,0.0,75.0
349,6,0,0,0,0.0,0.0,-75.0
350,4,0,0,0,0.0,0.0,0.0
351,2,0,0,0,0.0,0.0,0.0
352,7,0,0,0,0.0,0.0,25.0
353,7,0,0,1,0.0,0.0,0.0
354,7,0,0,0,0.0,0.0,0.0
355,8,0,0,0,0.0,0.0,0.0
356,2,0,0,0,0.0,0.0,0.0
357,5,0,0,0,0.0,0.0,-50.0
358,1,0,0,0,-25.0,-25.0,-50.0
359,8,0,0,1,0.0,0.0,-25.0
360,5,0,0,0,0.0,0.0,0.0
361,7,0,0,0,0.0,0.0,200.0
362,4,0,0,0,0.0,0.0,0.0
363,6,0,0,0,0.0,0.0,0.0
364,8,0,0,1,0.0,0.0,75.0
365,7,0,0,0,0.0,0.0,0.0
366,7,0,0,0,0.0,-50.0,-50.0
367,5,0,0,1,0.0,0.0,-50.0
368,6,0,0,0,0.0,0.0,0.0
369,1,0,0,0,0.0,0.0,25.0
370,4,0,0,0,0.0,0.0,-50.0
371,3,0,0,0,0.0,0.0,-75.0
372,3,1,1,1,0.0,0.0,0.0
373,3,0,0,0,0.0,0.0,0.0
374,6,0,0,1,0.0,0.0,0.0
375,3,0,0,0,0.0,0.0,0.0
376,3,0,0,1,0.0,0.0,-25.0
377,6,0,0,0,0.0,0.0,0.0
378,5,0,0,0,0.0,0.0,0.0
379,3,0,0,0,0.0,0.0,0.0
380,6,0,0,0,0.0,0.0,0.0
381,7,0,0,0,0.0,0.0,0.0
382,6,0,0,0,0.0,0.0,0.0
383,3,0,0,0,0.0,-25.0,-50.0
384,7,0,0,0,0.0,100.0,100.0
385,7,1,0,1,0.0,-50.0,0.0
386,2,0,0,1,0.0,0.0,-100.0
387,3,0,0,0,0.0,0.0,0.0
388,7,0,0,0,0.0,0.0,0.0
389,6,0,0,1,0.0,0.0,25.0
390,3,0,0,0,0.0,0.0,-25.0
391,5,0,0,0,0.0,-25.0,-25.0
392,8,0,0,0,0.0,0.0,0.0
393,1,0,0,0,0.0,0.0,-25.0
394,7,0,0,0,0.0,0.0,0.0
395,3,0,0,0,0.0,0.0,0.0
396,3,0,0,0,0.0,0.0,0.0
397,4,0,0,0,0.0,0.0,-75.0
398,3,0,0,0,0.0,0.0,0.0
399,7,0,0,0,0.0,0.0,0.0
400,4,0,0,1,0.0,0.0,-400.0
401,8,0,0,1,0.0,0.0,0.0
402,4,0,0,0,0.0,0.0,0.0
403,1,0,0,0,0.0,-25.0,-25.0
404,3,0,0,1,0.0,0.0,0.0
405,4,0,0,1,0.0,0.0,0.0
406,5,0,0,0,0.0,0.0,-100.0
407,8,0,0,0,0.0,0.0,0.0
408,6,0,0,1,0.0,0.0,25.0
409,5,0,0,1,0.0,0.0,0.0
410,5,0,0,0,0.0,0.0,0.0
411,3,0,0,1,0.0,0.0,250.0
412,7,0,0,0,0.0,0.0,50.0
413,8,0,0,0,0.0,0.0,100.0
414,2,0,0,0,0.0,0.0,0.0
415,5,0,0,1,0.0,0.0,0.0
416,3,0,0,0,0.0,0.0,0.0
417,4,0,0,0,0.0,0.0,0.0
418,8,0,0,0,0.0,0.0,0.0
419,4,0,0,0,0.0,0.0,250.0
420,3,0,0,0,0.0,0.0,-75.0
421,2,0,0,1,0.0,0.0,25.0
422,8,0,0,0,0.0,0.0,0.0
423,8,0,0,0,0.0,0.0,25.0
424,6,0,0,1,0.0,0.0,25.0
425,1,0,0,0,0.0,0.0,0.0
426,5,0,0,1,0.0,0.0,-25.0
427,1,0,0,0,0.0,0.0,0.0
428,5,0,0,1,0.0,0.0,-50.0
429,2,0,0,1,0.0,0.0,0.0
430,7,0,0,1,0.0,0.0,0.0
431,7,0,0,0,0.0,0.0,0.0
432,2,0,0,1,0.0,0.0,25.0
433,6,0,0,0,0.0,0.0,0.0
434,2,0,0,0,0.0,0.0,0.0
435,1,0,0,0,0.0,0.0,0.0
436,7,0,0,0,0.0,0.0,0.0
437,5,0,0,0,0.0,0.0,-25.0
438,3,0,0,0,0.0,0.0,0.0
439,3,0,0,0,0.0,0.0,0.0
440,1,0,0,0,0.0,0.0,0.0
441,5,0,0,1,0.0,0.0,0.0
442,6,0,0,0,0.0,0.0,0.0
443,7,0,0,0,0.0,0.0,-200.0
444,8,0,0,1,0.0,0.0,0.0
445,5,0,0,1,0.0,0.0,0.0
446,2,0,0,0,0.0,0.0,0.0
447,8,0,0,0,0.0,0.0,0.0
448,6,0,0,1,0.0,0.0,0.0
449,6,0,0,1,0.0,0.0,0.0
450,6,0,0,0,0.0,0.0,0.0
451,6,0,0,0,0.0,0.0,0.0
452,3,0,0,0,0.0,0.0,-225.0
453,6,0,0,0,0.0,0.0,100.0
454,6,0,0,1,0.0,0.0,0.0
455,2,0,0,1,0.0,0.0,0.0
456,6,0,0,0,0.0,-25.0,-25.0
457,4,0,0,1,0.0,0.0,0.0
458,8,0,0,0,-25.0,-25.0,-25.0
459,4,0,0,0,0.0,0.0,0.0
460,8,0,0,1,0.0,0.0,-125.0
461,7,0,0,0,0.0,0.0,0.0
462,5,0,0,0,0.0,0.0,-25.0
463,2,0,0,1,0.0,0.0,-25.0
464,5,0,0,1,0.0,0.0,0.0
465,1,0,0,0,0.0,0.0,0.0
466,8,0,0,1,0.0,0.0,0.0
467,3,0,0,1,0.0,0.0,-25.0
468,1,0,0,0,0.0,0.0,100.0
469,4,0,0,0,0.0,0.0,0.0
470,2,0,0,1,0.0,-25.0,-25.0
471,5,0,0,0,0.0,0.0,0.0
472,7,0,0,1,0.0,-150.0,-25.0
473,3,0,0,1,0.0,0.0,0.0
474,8,0,0,1,0.0,0.0,0.0
475,1,0,0,0,0.0,0.0,0.0
476,2,0,0,1,0.0,-75.0,-75.0
477,7,0,0,1,0.0,-25.0,-75.0
478,3,0,0,0,0.0,0.0,0.0
479,1,0,0,0,0.0,0.0,100.0
480,2,0,0,0,0.0,0.0,0.0
481,2,0,0,0,0.0,0.0,-150.0
482,7,0,0,1,0.0,0.0,50.0
483,7,0,0,1,0.0,0.0,0.0
484,7,0,0,1,0.0,-25.0,-25.0
485,1,0,0,0,25.0,25.0,25.0
486,7,0,0,0,0.0,-25.0,-50.0
487,1,0,0,0,0.0,0.0,-50.0
488,4,0,0,0,0.0,0.0,0.0
489,2,0,0,1,0.0,0.0,0.0
490,7,0,0,1,0.0,0.0,0.0
491,8,0,0,1,0.0,0.0,0.0
492,1,0,0,0,0.0,0.0,0.0
493,5,0,0,0,0.0,0.0,0.0
494,7,0,0,1,0.0,0.0,100.0
495,6,0,0,1,0.0,-50.0,-50.0
496,7,0,0,1,0.0,0.0,0.0
497,6,0,0,0,0.0,0.0,0.0
498,8,0,0,0,0.0,0.0,0.0
499,5,0,0,0,0.0,0.0,-75.0
500,4,0,0,1,0.0,0.0,100.0
501,2,0,0,0,0.0,-25.0,25.0
502,1,0,0,0,0.0,0.0,0.0
503,8,0,0,1,0.0,0.0,-25.0
504,1,0,0,0,0.0,25.0,25.0
505,1,0,0,0,0.0,0.0,-25.0
506,3,0,0,1,0.0,0.0,0.0
507,3,0,0,0,0.0,0.0,0.0
508,3,0,0,0,0.0,0.0,0.0
509,7,0,0,1,0.0,0.0,0.0
510,4,0,0,0,0.0,0.0,0.0
511,6,0,0,0,0.0,0.0,0.0
512,6,1,0,1,0.0,0.0,0.0
513,3,0,0,0,0.0,0.0,0.0
514,8,0,0,0,0.0,-25.0,-75.0
515,2,0,0,1,25.0,25.0,75.0
516,5,0,0,1,0.0,-25.0,0.0
517,7,0,0,0,0.0,0.0,0.0
518,8,0,0,1,0.0,-50.0,25.0
519,3,0,0,0,0.0,0.0,-25.0
520,2,0,0,0,0.0,0.0,0.0
521,1,0,0,0,0.0,0.0,0.0
522,1,0,0,0,0.0,0.0,25.0
523,2,0,0,0,0.0,0.0,0.0
524,7,0,0,1,0.0,0.0,0.0
525,5,0,0,0,0.0,0.0,0.0
526,5,0,0,0,0.0,-25.0,-25.0
527,1,0,0,0,0.0,0.0,0.0
528,7,0,0,0,0.0,0.0,-25.0
529,1,0,0,0,0.0,0.0,0.0
530,3,0,0,0,0.0,0.0,0.0
531,2,0,0,1,0.0,0.0,0.0
532,4,0,0,1,0.0,0.0,-50.0
533,2,0,0,0,0.0,0.0,0.0
534,4,0,0,1,0.0,0.0,0.0
535,8,0,0,0,0.0,0.0,0.0
536,5,0,0,1,0.0,-125.0,0.0
537,6,0,0,1,0.0,0.0,25.0
538,2,0,0,0,0.0,0.0,25.0
539,6,0,0,1,0.0,0.0,100.0
540,4,0,0,1,0.0,0.0,-225.0
541,6,0,0,1,0.0,0.0,-175.0
542,8,0,0,0,0.0,0.0,0.0
543,1,0,0,0,0.0,0.0,-25.0
544,3,0,0,0,0.0,0.0,0.0
545,3,0,0,0,0.0,25.0,25.0
546,3,0,0,1,0.0,0.0,0.0
547,5,0,0,0,0.0,0.0,325.0
548,1,0,0,0,0.0,0.0,-100.0
549,8,0,0,1,0.0,-25.0,-25.0
550,4,0,0,0,0.0,0.0,-25.0
551,4,0,0,1,0.0,0.0,0.0
552,1,0,0,0,0.0,0.0,25.0
553,4,0,0,0,0.0,0.0,0.0
554,3,0,0,0,0.0,0.0,0.0
555,4,0,0,1,0.0,-50.0,-125.0
556,4,0,0,1,0.0,0.0,0.0
557,4,0,0,1,0.0,0.0,0.0
558,7,0,0,1,0.0,0.0,0.0
559,4,0,0,0,0.0,0.0,0.0
560,5,0,0,0,0.0,0.0,0.0
561,3,0,0,0,0.0,0.0,0.0
562,7,0,0,0,0.0,-25.0,-25.0
563,7,0,0,1,0.0,0.0,0.0
564,1,0,0,0,0.0,-25.0,0.0
565,2,0,0,1,0.0,0.0,0.0
566,7,0,0,0,0.0,0.0,0.0
567,6,0,0,0,0.0,0.0,0.0
568,7,0,0,1,0.0,0.0,0.0
569,8,0,0,0,0.0,0.0,0.0
570,6,0,0,1,0.0,0.0,0.0
571,6,0,0,0,0.0,0.0,0.0
572,5,0,0,0,0.0,0.0,0.0
573,1,0,0,0,0.0,-75.0,-75.0
574,2,0,0,1,0.0,0.0,0.0
575,6,0,0,0,0.0,0.0,0.0
576,3,0,0,1,0.0,0.0,0.0
577,2,0,0,0,0.0,0.0,0.0
578,8,0,0,0,0.0,0.0,-25.0
579,3,0,0,1,0.0,0.0,0.0
580,1,0,0,0,0.0,0.0,75.0
581,5,0,0,0,0.0,0.0,25.0
582,6,0,0,0,0.0,-25.0,-25.0
583,6,0,0,1,0.0,0.0,100.0
584,2,0,0,0,0.0,0.0,25.0
585,4,0,0,1,0.0,0.0,25.0
586,4,0,0,0,0.0,0.0,-25.0
587,4,0,0,0,0.0,0.0,0.0
588,5,0,0,0,0.0,0.0,0.0
589,4,0,0,1,0.0,-25.0,-25.0
590,5,0,0,0,0.0,0.0,0.0
591,5,0,0,0,0.0,0.0,0.0
592,4,0,0,1,0.0,-25.0,-25.0
593,7,0,0,1,0.0,0.0,0.0
594,1,0,0,0,0.0,-25.0,25.0
595,1,0,0,0,0.0,-25.0,-50.0
596,3,0,0,0,0.0,0.0,75.0
597,5,0,0,1,0.0,0.0,-25.0
598,4,0,0,1,0.0,0.0,0.0
599,8,0,0,0,0.0,0.0,0.0
600,4,0,0,0,0.0,0.0,0.0
601,8,0,0,0,0.0,0.0,0.0
602,7,0,0,0,0.0,0.0,0.0
603,6,0,0,0,0.0,0.0,0.0
604,8,0,0,0,0.0,0.0,0.0
605,2,0,0,0,0.0,0.0,0.0
606,8,0,0,1,0.0,0.0,-75.0
607,7,0,0,0,-125.0,-125.0,-125.0
608,1,0,0,0,0.0,0.0,0.0
609,4,0,0,0,0.0,0.0,25.0
610,4,0,0,0,0.0,-25.0,-25.0
611,2,0,0,0,0.0,-125.0,-125.0
612,1,0,0,0,0.0,25.0,25.0
613,6,0,0,0,0.0,0.0,25.0
614,4,0,0,0,0.0,0.0,-50.0
615,2,0,0,0,0.0,-25.0,0.0
616,8,0,0,1,0.0,0.0,-50.0
617,1,0,0,0,0.0,0.0,0.0
618,6,0,0,0,0.0,-50.0,-25.0
619,8,0,0,0,0.0,100.0,0.0
